,price_day_person,location,capacity,bedroom_num,beds_num
215,21€ pers./noche (aprox),Alfoz de Lloredo,"1 - 
  11 personas",6 dormitorios,11 camas
216,43€ pers./noche (aprox),Penagos,"1 - 
  6 personas",5 dormitorios,3 camas
217,19€ pers./noche (aprox),Miengo,"1 - 
  12 personas",6 dormitorios,10 camas
218,16€ pers./noche (aprox),San Mamés de Meruelo,8 personas,3 dormitorios,6 camas
219,25€ pers./noche (aprox),Luey,"10 - 
  24 personas",6 dormitorios,17 camas
0,23€ pers./noche (aprox),Ogarrio,"2 - 
  14 personas",5 dormitorios,13 camas
1,14€ pers./noche (aprox),Quijano,"6 - 
  16 personas",6 dormitorios,12 camas
2,29€ pers./noche (aprox),Cóbreces,Íntegro o habitaciones,"2 - 
  22 personas",10 dormitorios
3,25€ pers./noche (aprox),Oreña,Íntegro o habitaciones,"2 - 
  32 personas",11 dormitorios
4,21€ pers./noche (aprox),Bárcena de Ebro,8 personas,4 dormitorios,5 camas
5,21€ pers./noche (aprox),Gama,"1 - 
  14 personas",6 dormitorios,10 camas
6,16€ pers./noche (aprox),Rasines,"2 - 
  58 personas",8 dormitorios,58 camas
7,51€ pers./noche (aprox),Cabezón de Liébana,Íntegro o habitaciones,"2 - 
  34 personas",6 dormitorios
8,30€ pers./noche (aprox),Oreña,"1 - 
  4 personas",2 camas,30€ pers./noche (aprox)
9,24€ pers./noche (aprox),Frama,"2 - 
  18 personas",4 dormitorios,14 camas
10,13€ pers./noche (aprox),Arnuero,"6 - 
  10 personas",4 dormitorios,8 camas
11,24€ pers./noche (aprox),Langre,9 personas,6 dormitorios,8 camas
12,18€ pers./noche (aprox),Santillana del Mar,"2 - 
  8 personas",4 dormitorios,12 camas
13,23€ pers./noche (aprox),Entrambasaguas,"8 - 
  12 personas",5 dormitorios,12 camas
14,23€ pers./noche (aprox),Mieses,"2 - 
  10 personas",4 dormitorios,7 camas
15,26€ pers./noche (aprox),Villacarriedo,"1 - 
  16 personas",6 dormitorios,12 camas
16,22€ pers./noche (aprox),Mogro,"4 - 
  10 personas",2 dormitorios,11 camas
17,48€ pers./noche (aprox),Ribamontán al Mar,"2 - 
  15 personas",6 dormitorios,12 camas
18,21€ pers./noche (aprox),San Vicente de la Barquera,"1 - 
  26 personas",13 dormitorios,19 camas
19,30€ pers./noche (aprox),Cabezón de la Sal,13 personas,7 dormitorios,7 camas
20,18€ pers./noche (aprox),Lamadrid,"6 - 
  24 personas",10 dormitorios,20 camas
21,20€ pers./noche (aprox),La Penilla,Íntegro o habitaciones,"2 - 
  30 personas",27 dormitorios
22,31€ pers./noche (aprox),Reinosa,"10 - 
  16 personas",5 dormitorios,14 camas
23,22€ pers./noche (aprox),Argoños,"2 - 
  114 personas",42 dormitorios,88 camas
24,24€ pers./noche (aprox),Abiada,37 personas,6 dormitorios,27 camas
25,24€ pers./noche (aprox),Cosgaya,"2 - 
  22 personas",19 dormitorios,16 camas
26,47€ pers./noche (aprox),Liérganes,"1 - 
  10 personas",5 dormitorios,8 camas
27,23€ pers./noche (aprox),Liérganes,"8 - 
  12 personas",5 dormitorios,10 camas
28,51€ pers./noche (aprox),Riotuerto,"2 - 
  3 personas",3 dormitorios,3 camas
29,23€ pers./noche (aprox),Isla,Íntegro o habitaciones,"2 - 
  12 personas",5 dormitorios
30,20€ pers./noche (aprox),San Roque de Riomiera,"1 - 
  14 personas",4 dormitorios,10 camas
31,25€ pers./noche (aprox),Hermandad de Campoo de Suso,"1 - 
  8 personas",2 dormitorios,3 camas
32,37€ pers./noche (aprox),Cabárceno,"2 - 
  18 personas",6 dormitorios,17 camas
33,46€ pers./noche (aprox),Suances,"2 - 
  25 personas",19 dormitorios,19 camas
34,21€ pers./noche (aprox),Celis,"1 - 
  15 personas",6 dormitorios,15 camas
35,16€ pers./noche (aprox),Soba,12 personas,3 dormitorios,8 camas
36,26€ pers./noche (aprox),Ibio,"2 - 
  7 personas",8 dormitorios,7 camas
37,20€ pers./noche (aprox),Luey,"2 - 
  25 personas",10 dormitorios,27 camas
38,22€ pers./noche (aprox),La Cavada,12 personas,10 camas,22€ pers./noche (aprox)
