price_day_person,location,capacity,bedroom_num,beds_num
19€ pers./noche (aprox),Pozo Alcón,"2 - 
  6 personas",3 dormitorios,4 camas
18€ pers./noche (aprox),Priego de Córdoba,"4 - 
  12 personas",6 dormitorios,10 camas
17€ pers./noche (aprox),Totalán,"10 - 
  14 personas",6 dormitorios,12 camas
20€ pers./noche (aprox),Vélez-Málaga,"8 - 
  12 personas",4 dormitorios,8 camas
20€ pers./noche (aprox),Monachil,"2 - 
  17 personas",7 dormitorios,17 camas
25€ pers./noche (aprox),Santaella,11 personas,5 dormitorios,9 camas
30€ pers./noche (aprox),Peñaflor,"2 - 
  6 personas",3 dormitorios,menos de20 € pers. noche aprox
24€ pers./noche (aprox),El Castillo de las Guardas,"8 - 
  19 personas",4 dormitorios,18 camas
21€ pers./noche (aprox),Calañas,"2 - 
  21 personas",8 dormitorios,15 camas
20€ pers./noche (aprox),Cómpeta,"2 - 
  9 personas",6 dormitorios,6 camas
17€ pers./noche (aprox),Vélez Blanco,"10 - 
  20 personas",10 dormitorios,23 camas
22€ pers./noche (aprox),Dúrcal,8 personas,4 dormitorios,4 camas
14€ pers./noche (aprox),Pozo Alcón,"2 - 
  46 personas",10 dormitorios,34 camas
20€ pers./noche (aprox),Carcabuey,"4 - 
  10 personas",4 dormitorios,7 camas
12€ pers./noche (aprox),Monachil,"1 - 
  12 personas",4 dormitorios,11 camas
25€ pers./noche (aprox),Diezma,"4 - 
  19 personas",9 dormitorios,16 camas
20€ pers./noche (aprox),Moriles,"2 - 
  20 personas",8 dormitorios,19 camas
21€ pers./noche (aprox),Los Morenos,"8 - 
  20 personas",7 dormitorios,13 camas
21€ pers./noche (aprox),Tocón de Íllora,"2 - 
  20 personas",10 dormitorios,14 camas
29€ pers./noche (aprox),Grazalema,"2 - 
  11 personas",4 dormitorios,7 camas
23€ pers./noche (aprox),El Pelayo,"2 - 
  45 personas",41 camas,29€ pers./noche (aprox)
24€ pers./noche (aprox),Torres,"2 - 
  6 personas",3 dormitorios,6 camas
26€ pers./noche (aprox),Laroles,"2 - 
  22 personas",14 dormitorios,17 camas
33€ pers./noche (aprox),Villanueva del Duque,"2 - 
  88 personas",22 dormitorios,80 camas
25€ pers./noche (aprox),Cazorla,"4 - 
  13 personas",7 dormitorios,11 camas
27€ pers./noche (aprox),Mecina Bombarón,"2 - 
  20 personas",9 dormitorios,14 camas
23€ pers./noche (aprox),Prado del Rey,"4 - 
  13 personas",3 dormitorios,8 camas
27€ pers./noche (aprox),Aguilar de la Frontera,"8 - 
  25 personas",10 dormitorios,25 camas
30€ pers./noche (aprox),Sedella,17 personas,6 dormitorios,13 camas
28€ pers./noche (aprox),Higuera de la Sierra,"1 - 
  10 personas",12 dormitorios,7 camas
18€ pers./noche (aprox),La Iruela,"2 - 
  10 personas",4 dormitorios,8 camas
18€ pers./noche (aprox),Cónchar,"2 - 
  14 personas",6 dormitorios,10 camas
16€ pers./noche (aprox),Cortes de la Frontera,"1 - 
  7 personas",3 dormitorios,5 camas
21€ pers./noche (aprox),Cazorla,"2 - 
  12 personas",9 camas,21€ pers./noche (aprox)
30€ pers./noche (aprox),Córdoba,"8 - 
  20 personas",8 dormitorios,18 camas
17€ pers./noche (aprox),Periana,"2 - 
  14 personas",7 dormitorios,14 camas
21€ pers./noche (aprox),Carcabuey,"8 - 
  14 personas",7 dormitorios,13 camas
18€ pers./noche (aprox),Cortes de la Frontera,"4 - 
  6 personas",4 dormitorios,4 camas
40€ pers./noche (aprox),Alájar,"2 - 
  20 personas",8 dormitorios,16 camas
23€ pers./noche (aprox),El Bosque,"10 - 
  12 personas",4 dormitorios,10 camas
15€ pers./noche (aprox),Setenil de las Bodegas,8 personas,4 dormitorios,6 camas
21€ pers./noche (aprox),San Martín del Tesorillo,"1 - 
  10 personas",4 dormitorios,6 camas
15€ pers./noche (aprox),Alozaina,"2 - 
  7 personas",3 dormitorios,5 camas
18€ pers./noche (aprox),Encinas Reales,"10 - 
  16 personas",6 dormitorios,14 camas
25€ pers./noche (aprox),Antequera,"4 - 
  20 personas",20 camas,25€ pers./noche (aprox)
36€ pers./noche (aprox),Benalúa,Íntegro o habitaciones,"1 - 
  14 personas",19 dormitorios
27€ pers./noche (aprox),Íllora,"6 - 
  10 personas",9 dormitorios,8 camas
16€ pers./noche (aprox),Vélez Blanco,12 personas,8 dormitorios,14 camas
35€ pers./noche (aprox),Grazalema,"8 - 
  20 personas",15 camas,35€ pers./noche (aprox)
16€ pers./noche (aprox),La Puebla de los Infantes,"6 - 
  10 personas",3 dormitorios,8 camas
35€ pers./noche (aprox),Dos Torres,"1 - 
  8 personas",4 dormitorios,6 camas
20€ pers./noche (aprox),Priego de Córdoba,"8 - 
  14 personas",7 dormitorios,10 camas
18€ pers./noche (aprox),Zufre,"2 - 
  21 personas",6 dormitorios,32 camas
25€ pers./noche (aprox),El Bosque,"10 - 
  10 personas",10 camas,25€ pers./noche (aprox)
22€ pers./noche (aprox),Galaroza,"2 - 
  15 personas",4 dormitorios,9 camas
22€ pers./noche (aprox),Peñaflor,"2 - 
  6 personas",3 dormitorios,menos de20 € pers. noche aprox
16€ pers./noche (aprox),Vejer de la Frontera,"1 - 
  8 personas",4 dormitorios,6 camas
22€ pers./noche (aprox),Iznate,"7 - 
  10 personas",3 dormitorios,7 camas
12€ pers./noche (aprox),Valderrubio,"4 - 
  19 personas",8 dormitorios,13 camas
18€ pers./noche (aprox),Dúrcal,"8 - 
  10 personas",3 dormitorios,6 camas
18€ pers./noche (aprox),Freila,"2 - 
  22 personas",11 dormitorios,21 camas
23€ pers./noche (aprox),Prado del Rey,"2 - 
  24 personas",10 dormitorios,18 camas
22€ pers./noche (aprox),Íllora,12 personas,5 dormitorios,10 camas
22€ pers./noche (aprox),Huétor Santillán,14 personas,6 dormitorios,8 camas
24€ pers./noche (aprox),Alpujarra de la Sierra,"1 - 
  21 personas",15 camas,24€ pers./noche (aprox)
24€ pers./noche (aprox),Vejer de la Frontera,"1 - 
  6 personas",2 dormitorios,3 camas
20€ pers./noche (aprox),Aracena,"4 - 
  10 personas",5 dormitorios,8 camas
36€ pers./noche (aprox),Almogía,"2 - 
  8 personas",2 dormitorios,4 camas
33€ pers./noche (aprox),La Zubia,"2 - 
  56 personas",58 camas,33€ pers./noche (aprox)
79€ pers./noche (aprox),Ronda,Íntegro o habitaciones,"1 - 
  10 personas",4 dormitorios
20€ pers./noche (aprox),Pontones,"1 - 
  8 personas",4 dormitorios,7 camas
15€ pers./noche (aprox),Órgiva,"2 - 
  9 personas",5 dormitorios,7 camas
19€ pers./noche (aprox),Parauta,"2 - 
  6 personas",3 dormitorios,4 camas
49€ pers./noche (aprox),Laroya,"2 - 
  10 personas",1 dormitorio,5 camas
35€ pers./noche (aprox),Galera,"2 - 
  27 personas",11 dormitorios,25 camas
20€ pers./noche (aprox),Prado del Rey,"6 - 
  14 personas",6 dormitorios,13 camas
22€ pers./noche (aprox),Álora,14 personas,7 dormitorios,9 camas
24€ pers./noche (aprox),Alcalá la Real,"3 - 
  20 personas",11 dormitorios,11 camas
22€ pers./noche (aprox),Totalán,"2 - 
  14 personas",11 dormitorios,4 camas
23€ pers./noche (aprox),La Guardia de Jaen,"6 - 
  9 personas",5 dormitorios,6 camas
20€ pers./noche (aprox),Niebla,"2 - 
  38 personas",9 dormitorios,28 camas
23€ pers./noche (aprox),Castril,"2 - 
  24 personas",10 dormitorios,21 camas
14€ pers./noche (aprox),El Pedroso,"2 - 
  42 personas",17 dormitorios,32 camas
22€ pers./noche (aprox),Alcaucín,11 personas,4 dormitorios,6 camas
18€ pers./noche (aprox),Algodonales,"4 - 
  7 personas",3 dormitorios,6 camas
16€ pers./noche (aprox),Peñaflor,"6 - 
  8 personas",4 dormitorios,6 camas
21€ pers./noche (aprox),Cómpeta,"6 - 
  10 personas",4 dormitorios,8 camas
19€ pers./noche (aprox),Benaoján,20 personas,8 dormitorios,16 camas
18€ pers./noche (aprox),Carcabuey,"1 - 
  10 personas",5 dormitorios,5 camas
63€ pers./noche (aprox),Utrera,Íntegro o habitaciones,"8 - 
  21 personas",12 dormitorios
30€ pers./noche (aprox),Jerez de la Frontera,"2 - 
  15 personas",7 dormitorios,15 camas
55€ pers./noche (aprox),Jimera de Líbar,"6 - 
  6 personas",4 dormitorios,5 camas
25€ pers./noche (aprox),Iznájar,"2 - 
  10 personas",5 dormitorios,9 camas
24€ pers./noche (aprox),Prado del Rey,"6 - 
  11 personas",9 dormitorios,8 camas
25€ pers./noche (aprox),Fuentes de Cesna,"2 - 
  22 personas",22 dormitorios,18 camas
25€ pers./noche (aprox),Los Marines,"10 - 
  14 personas",6 dormitorios,9 camas
21€ pers./noche (aprox),Villanueva del Arzobispo,"10 - 
  20 personas",8 dormitorios,8 camas
33€ pers./noche (aprox),Coín,"1 - 
  6 personas",3 dormitorios,4 camas
46€ pers./noche (aprox),Alájar,"8 - 
  12 personas",9 camas,46€ pers./noche (aprox)
17€ pers./noche (aprox),Huétor Santillán,"6 - 
  6 personas",3 dormitorios,5 camas
22€ pers./noche (aprox),El Real de la Jara,"2 - 
  11 personas",3 dormitorios,7 camas
23€ pers./noche (aprox),Ronda,10 personas,5 dormitorios,8 camas
21€ pers./noche (aprox),La Puebla de los Infantes,"4 - 
  10 personas",3 dormitorios,9 camas
20€ pers./noche (aprox),Castaño del Robledo,10 personas,4 dormitorios,9 camas
22€ pers./noche (aprox),El Gastor,"1 - 
  4 personas",2 dormitorios,3 camas
35€ pers./noche (aprox),Nigüelas,"1 - 
  36 personas",30 dormitorios,23 camas
21€ pers./noche (aprox),Cortes de la Frontera,"1 - 
  6 personas",3 dormitorios,5 camas
37€ pers./noche (aprox),El Palmar,"2 - 
  48 personas",11 dormitorios,36 camas
27€ pers./noche (aprox),Archidona,25 personas,9 dormitorios,16 camas
31€ pers./noche (aprox),Bubión,"2 - 
  4 personas",1 dormitorio,2 camas
21€ pers./noche (aprox),Algodonales,14 personas,7 dormitorios,10 camas
20€ pers./noche (aprox),Archidona,"20 - 
  50 personas",7 dormitorios,60 camas
20€ pers./noche (aprox),Guadalcanal,"1 - 
  16 personas",7 dormitorios,11 camas
20€ pers./noche (aprox),Olvera,18 personas,4 dormitorios,9 camas
29€ pers./noche (aprox),Conil de la Frontera,"4 - 
  22 personas",17 dormitorios,17 camas
16€ pers./noche (aprox),Trasmulas,"10 - 
  14 personas",6 dormitorios,12 camas
32€ pers./noche (aprox),Fernán Pérez,"1 - 
  10 personas",3 dormitorios,7 camas
18€ pers./noche (aprox),Alájar,7 personas,3 dormitorios,5 camas
23€ pers./noche (aprox),Benaocaz,"4 - 
  15 personas",10 dormitorios,12 camas
19€ pers./noche (aprox),Humilladero,"6 - 
  16 personas",6 dormitorios,12 camas
25€ pers./noche (aprox),San José del Valle,"5 - 
  16 personas",4 dormitorios,13 camas
19€ pers./noche (aprox),Caniles,"2 - 
  33 personas",20 dormitorios,23 camas
15€ pers./noche (aprox),La Barca de la Florida,8 personas,3 dormitorios,6 camas
16€ pers./noche (aprox),Los Barrios,"2 - 
  11 personas",4 dormitorios,8 camas
29€ pers./noche (aprox),Córdoba,"6 - 
  14 personas",1 dormitorio,9 camas
22€ pers./noche (aprox),El Bosque,"2 - 
  20 personas",12 camas,22€ pers./noche (aprox)
20€ pers./noche (aprox),Nigüelas,"1 - 
  9 personas",4 dormitorios,7 camas
27€ pers./noche (aprox),Archidona,30 personas,8 dormitorios,24 camas
16€ pers./noche (aprox),Castril,"2 - 
  20 personas",8 dormitorios,22 camas
33€ pers./noche (aprox),El Viso,"6 - 
  20 personas",7 dormitorios,17 camas
25€ pers./noche (aprox),Pozo Alcón,"8 - 
  8 personas",4 dormitorios,6 camas
31€ pers./noche (aprox),Castro del Río,26 personas,10 dormitorios,19 camas
26€ pers./noche (aprox),Villanueva del Rosario,"8 - 
  10 personas",4 dormitorios,5 camas
27€ pers./noche (aprox),Prado del Rey,"4 - 
  5 personas",3 dormitorios,4 camas
19€ pers./noche (aprox),Fuenteheridos,"14 - 
  28 personas",11 dormitorios,18 camas
18€ pers./noche (aprox),Pizarra,"6 - 
  10 personas",5 dormitorios,8 camas
25€ pers./noche (aprox),Archidona,"15 - 
  20 personas",7 dormitorios,15 camas
15€ pers./noche (aprox),Nigüelas,6 personas,3 dormitorios,4 camas
18€ pers./noche (aprox),Cuevas del Becerro,"14 - 
  16 personas",7 dormitorios,13 camas
17€ pers./noche (aprox),La Puebla de los Infantes,10 personas,6 dormitorios,10 camas
18€ pers./noche (aprox),Aracena,8 personas,4 dormitorios,6 camas
30€ pers./noche (aprox),Grazalema,"2 - 
  8 personas",3 dormitorios,5 camas
34€ pers./noche (aprox),Benaoján,"6 - 
  9 personas",3 dormitorios,7 camas
25€ pers./noche (aprox),Cardeña,"6 - 
  23 personas",10 dormitorios,19 camas
29€ pers./noche (aprox),Chiclana de la Frontera,"2 - 
  25 personas",15 camas,29€ pers./noche (aprox)
16€ pers./noche (aprox),Quesada,"4 - 
  16 personas",5 dormitorios,13 camas
16€ pers./noche (aprox),El Bosque,"2 - 
  14 personas",7 dormitorios,8 camas
24€ pers./noche (aprox),Priego de Córdoba,10 personas,5 dormitorios,9 camas
22€ pers./noche (aprox),Cabra,"2 - 
  12 personas",6 dormitorios,11 camas
23€ pers./noche (aprox),Benamocarra,6 personas,3 dormitorios,4 camas
16€ pers./noche (aprox),La Puebla de los Infantes,"9 - 
  14 personas",4 dormitorios,11 camas
28€ pers./noche (aprox),Aracena,9 personas,3 dormitorios,7 camas
19€ pers./noche (aprox),Vejer de la Frontera,"1 - 
  14 personas",7 dormitorios,11 camas
17€ pers./noche (aprox),Villaviciosa de Córdoba,"1 - 
  7 personas",2 dormitorios,5 camas
34€ pers./noche (aprox),Barbate,"2 - 
  26 personas",15 dormitorios,21 camas
20€ pers./noche (aprox),Aroche,"4 - 
  6 personas",3 dormitorios,4 camas
31€ pers./noche (aprox),Rute,"2 - 
  6 personas",2 dormitorios,3 camas
16€ pers./noche (aprox),Fuenteheridos,"4 - 
  12 personas",6 dormitorios,11 camas
30€ pers./noche (aprox),Aracena,"4 - 
  6 personas",2 dormitorios,4 camas
20€ pers./noche (aprox),Castril,"2 - 
  8 personas",4 dormitorios,5 camas
31€ pers./noche (aprox),Frigiliana,"2 - 
  42 personas",12 dormitorios,32 camas
17€ pers./noche (aprox),Vilches,"2 - 
  10 personas",5 dormitorios,8 camas
23€ pers./noche (aprox),Casanueva,"6 - 
  6 personas",4 dormitorios,4 camas
19€ pers./noche (aprox),Estación de Cártama,"1 - 
  13 personas",6 dormitorios,11 camas
18€ pers./noche (aprox),Benaoján,"16 - 
  25 personas",8 dormitorios,20 camas
32€ pers./noche (aprox),Álora,"1 - 
  8 personas",4 dormitorios,5 camas
15€ pers./noche (aprox),El Coronil,14 personas,6 dormitorios,10 camas
25€ pers./noche (aprox),Colmenar,"8 - 
  10 personas",4 dormitorios,8 camas
20€ pers./noche (aprox),Castillo de Locubín,"4 - 
  12 personas",5 dormitorios,9 camas
27€ pers./noche (aprox),Alhendín,"1 - 
  7 personas",3 dormitorios,7 camas
29€ pers./noche (aprox),Huércal-Overa,"10 - 
  54 personas",43 camas,29€ pers./noche (aprox)
24€ pers./noche (aprox),Torre del Mar,"2 - 
  4 personas",2 dormitorios,3 camas
25€ pers./noche (aprox),El Bosque,"10 - 
  20 personas",7 dormitorios,16 camas
32€ pers./noche (aprox),El Gastor,4 personas,2 camas,32€ pers./noche (aprox)
32€ pers./noche (aprox),Alcaucín,Íntegro o habitaciones,"1 - 
  26 personas",14 dormitorios
19€ pers./noche (aprox),Villanueva del Trabuco,"6 - 
  12 personas",5 dormitorios,9 camas
30€ pers./noche (aprox),Pozoblanco,"18 - 
  20 personas",10 dormitorios,14 camas
15€ pers./noche (aprox),Zahara de la Sierra,"1 - 
  9 personas",3 dormitorios,7 camas
15€ pers./noche (aprox),Corumbela,"2 - 
  8 personas",4 dormitorios,6 camas
27€ pers./noche (aprox),La Puebla de los Infantes,"2 - 
  5 personas",2 dormitorios,4 camas
20€ pers./noche (aprox),La Puebla de los Infantes,"4 - 
  11 personas",4 dormitorios,9 camas
15€ pers./noche (aprox),Álora,"1 - 
  6 personas",3 dormitorios,4 camas
23€ pers./noche (aprox),Casabermeja,"10 - 
  16 personas",7 dormitorios,14 camas
30€ pers./noche (aprox),Aracena,"2 - 
  7 personas",2 dormitorios,6 camas
16€ pers./noche (aprox),Prado Negro,"4 - 
  18 personas",6 dormitorios,12 camas
24€ pers./noche (aprox),Cardeña,"8 - 
  18 personas",7 dormitorios,13 camas
18€ pers./noche (aprox),Oria,"2 - 
  7 personas",3 dormitorios,5 camas
22€ pers./noche (aprox),El Bosque,"4 - 
  8 personas",3 dormitorios,7 camas
31€ pers./noche (aprox),Alcaucín,7 personas,3 dormitorios,5 camas
20€ pers./noche (aprox),Almonaster la Real,"2 - 
  8 personas",4 dormitorios,7 camas
28€ pers./noche (aprox),Aracena,"1 - 
  6 personas",4 dormitorios,5 camas
19€ pers./noche (aprox),Íllora,"4 - 
  12 personas",4 dormitorios,9 camas
25€ pers./noche (aprox),Jimera de Líbar,"8 - 
  20 personas",4 dormitorios,18 camas
20€ pers./noche (aprox),Hornachuelos,"2 - 
  23 personas",20 camas,20€ pers./noche (aprox)
25€ pers./noche (aprox),Pozo Alcón,"15 - 
  120 personas",24 dormitorios,120 camas
14€ pers./noche (aprox),Zahara de la Sierra,"6 - 
  8 personas",3 dormitorios,7 camas
50€ pers./noche (aprox),El Pozo de los Frailes,"2 - 
  16 personas",7 dormitorios,14 camas
15€ pers./noche (aprox),Huétor Santillán,"1 - 
  15 personas",5 dormitorios,11 camas
18€ pers./noche (aprox),Dúrcal,"4 - 
  16 personas",6 dormitorios,12 camas
14€ pers./noche (aprox),Riofrío,"1 - 
  10 personas",3 dormitorios,9 camas
25€ pers./noche (aprox),El Gastor,"2 - 
  7 personas",3 dormitorios,6 camas
21€ pers./noche (aprox),Aroche,"10 - 
  15 personas",6 dormitorios,9 camas
25€ pers./noche (aprox),Cóbdar,"1 - 
  6 personas",3 dormitorios,5 camas
20€ pers./noche (aprox),Priego de Córdoba,"4 - 
  24 personas",7 dormitorios,20 camas
16€ pers./noche (aprox),La Iruela,"4 - 
  16 personas",6 dormitorios,13 camas
25€ pers./noche (aprox),Cómpeta,10 personas,4 dormitorios,7 camas
25€ pers./noche (aprox),Almonaster la Real,"1 - 
  9 personas",5 dormitorios,9 camas
26€ pers./noche (aprox),Aracena,"1 - 
  15 personas",5 dormitorios,14 camas
28€ pers./noche (aprox),Álora,"2 - 
  19 personas",5 dormitorios,14 camas
18€ pers./noche (aprox),Alfarnatejo,"4 - 
  11 personas",4 dormitorios,9 camas
13€ pers./noche (aprox),Cazorla,"6 - 
  10 personas",3 dormitorios,7 camas
18€ pers./noche (aprox),Cuevas del Becerro,"12 - 
  15 personas",6 dormitorios,11 camas
21€ pers./noche (aprox),Pizarra,"6 - 
  26 personas",14 dormitorios,23 camas
20€ pers./noche (aprox),Vélez Blanco,"4 - 
  13 personas",5 dormitorios,11 camas
25€ pers./noche (aprox),Casabermeja,"4 - 
  18 personas",6 dormitorios,15 camas
17€ pers./noche (aprox),Cortes de la Frontera,"2 - 
  7 personas",3 dormitorios,5 camas
15€ pers./noche (aprox),Bayárcal,"2 - 
  10 personas",5 camas,15€ pers./noche (aprox)
21€ pers./noche (aprox),Taberno,"1 - 
  19 personas",8 dormitorios,13 camas
19€ pers./noche (aprox),Almedinilla,"10 - 
  13 personas",6 dormitorios,11 camas
25€ pers./noche (aprox),Vejer de la Frontera,"2 - 
  20 personas",5 dormitorios,15 camas
27€ pers./noche (aprox),Montoro,Íntegro o habitaciones,"1 - 
  20 personas",10 dormitorios
40€ pers./noche (aprox),Monda,"10 - 
  12 personas",7 dormitorios,7 camas
29€ pers./noche (aprox),El Gastor,"2 - 
  4 personas",2 dormitorios,2 camas
19€ pers./noche (aprox),La Nava,"8 - 
  38 personas",18 dormitorios,28 camas
53€ pers./noche (aprox),Castilblanco de los Arroyos,"2 - 
  8 personas",4 dormitorios,5 camas
30€ pers./noche (aprox),Gerena,"8 - 
  17 personas",8 dormitorios,10 camas
37€ pers./noche (aprox),Almuñécar,Íntegro o habitaciones,"2 - 
  14 personas",6 dormitorios
14€ pers./noche (aprox),Arbuniel,10 personas,4 dormitorios,8 camas
28€ pers./noche (aprox),Ubrique,"2 - 
  16 personas",6 dormitorios,11 camas
12€ pers./noche (aprox),Málaga,"5 - 
  23 personas",7 dormitorios,17 camas
21€ pers./noche (aprox),Escúzar,"1 - 
  12 personas",5 dormitorios,11 camas
30€ pers./noche (aprox),Alájar,"2 - 
  10 personas",3 dormitorios,8 camas
21€ pers./noche (aprox),Castril,"2 - 
  39 personas",34 camas,21€ pers./noche (aprox)
27€ pers./noche (aprox),Cortegana,"4 - 
  24 personas",4 dormitorios,18 camas
20€ pers./noche (aprox),Íllora,"8 - 
  15 personas",6 dormitorios,10 camas
32€ pers./noche (aprox),Montejaque,"2 - 
  41 personas",17 dormitorios,41 camas
19€ pers./noche (aprox),Pozo Alcón,"1 - 
  10 personas",5 dormitorios,7 camas
15€ pers./noche (aprox),Frailes,"7 - 
  12 personas",5 dormitorios,8 camas
20€ pers./noche (aprox),Benaoján,"4 - 
  12 personas",7 dormitorios,8 camas
26€ pers./noche (aprox),Alcaucín,"2 - 
  33 personas",4 dormitorios,20 camas
21€ pers./noche (aprox),Pozo Alcón,"2 - 
  15 personas",8 dormitorios,8 camas
18€ pers./noche (aprox),Purchena,13 personas,7 dormitorios,10 camas
20€ pers./noche (aprox),Jérez del Marquesado,"6 - 
  16 personas",4 dormitorios,13 camas
21€ pers./noche (aprox),Cazorla,"2 - 
  10 personas",13 dormitorios,8 camas
21€ pers./noche (aprox),Alcaucín,"8 - 
  10 personas",4 dormitorios,10 camas
21€ pers./noche (aprox),Aracena,"1 - 
  6 personas",3 dormitorios,4 camas
19€ pers./noche (aprox),Ronda,"8 - 
  16 personas",4 dormitorios,11 camas
25€ pers./noche (aprox),Ugíjar,"2 - 
  10 personas",4 dormitorios,8 camas
20€ pers./noche (aprox),Castril,"2 - 
  22 personas",7 dormitorios,19 camas
29€ pers./noche (aprox),El Bosque,"8 - 
  14 personas",11 camas,29€ pers./noche (aprox)
19€ pers./noche (aprox),Archidona,"8 - 
  25 personas",10 dormitorios,22 camas
18€ pers./noche (aprox),Rute,"2 - 
  8 personas",4 dormitorios,6 camas
30€ pers./noche (aprox),Hornos,"13 - 
  16 personas",8 dormitorios,11 camas
19€ pers./noche (aprox),Medina-Sidonia,"2 - 
  7 personas",2 dormitorios,5 camas
23€ pers./noche (aprox),Mairena del Alcor,"2 - 
  38 personas",19 dormitorios,32 camas
39€ pers./noche (aprox),Grazalema,"4 - 
  8 personas",4 dormitorios,6 camas
31€ pers./noche (aprox),Ronda,"2 - 
  6 personas",3 dormitorios,4 camas
23€ pers./noche (aprox),Alcaucín,"8 - 
  15 personas",6 dormitorios,12 camas
19€ pers./noche (aprox),Villanueva del Trabuco,"15 - 
  22 personas",7 dormitorios,17 camas
22€ pers./noche (aprox),Chiclana de la Frontera,"2 - 
  26 personas",13 dormitorios,23 camas
28€ pers./noche (aprox),Castellar,Íntegro o habitaciones,33 personas,15 dormitorios
22€ pers./noche (aprox),Fuenteheridos,"6 - 
  6 personas",6 dormitorios,6 camas
26€ pers./noche (aprox),El Gastor,4 personas,2 dormitorios,3 camas
22€ pers./noche (aprox),Taberno,12 personas,5 dormitorios,8 camas
24€ pers./noche (aprox),Lújar,"2 - 
  20 personas",6 dormitorios,24€ pers./noche (aprox)
45€ pers./noche (aprox),Guadalcanal,"2 - 
  30 personas",8 dormitorios,23 camas
23€ pers./noche (aprox),El Gastor,"2 - 
  8 personas",3 dormitorios,7 camas
19€ pers./noche (aprox),Cazorla,"2 - 
  4 personas",2 dormitorios,2 camas
20€ pers./noche (aprox),Villanueva de Algaidas,16 personas,4 dormitorios,6 camas
16€ pers./noche (aprox),Órgiva,"10 - 
  12 personas",6 dormitorios,10 camas
23€ pers./noche (aprox),Órgiva,"2 - 
  5 personas",2 dormitorios,4 camas
30€ pers./noche (aprox),Mogón,"9 - 
  11 personas",6 dormitorios,12 camas
18€ pers./noche (aprox),Chiclana de la Frontera,"2 - 
  11 personas",3 dormitorios,9 camas
21€ pers./noche (aprox),Alhaurín de la Torre,22 personas,7 dormitorios,19 camas
24€ pers./noche (aprox),Campillos,"8 - 
  29 personas",12 dormitorios,29 camas
21€ pers./noche (aprox),Trasmulas,Íntegro o habitaciones,"10 - 
  31 personas",8 dormitorios
30€ pers./noche (aprox),Los Villares,"20 - 
  20 personas",8 dormitorios,13 camas
18€ pers./noche (aprox),Alcaudete,"1 - 
  16 personas",6 dormitorios,10 camas
24€ pers./noche (aprox),Villa de Otura,"8 - 
  14 personas",5 dormitorios,10 camas
15€ pers./noche (aprox),Carcabuey,"2 - 
  10 personas",5 dormitorios,10 camas
23€ pers./noche (aprox),Villamartín,14 personas,6 dormitorios,11 camas
20€ pers./noche (aprox),Jimena de la Frontera,"12 - 
  12 personas",5 dormitorios,9 camas
24€ pers./noche (aprox),Diezma,12 personas,3 dormitorios,9 camas
29€ pers./noche (aprox),La Boca de los Frailes,"1 - 
  12 personas",8 dormitorios,10 camas
24€ pers./noche (aprox),Turre,"4 - 
  8 personas",4 dormitorios,6 camas
20€ pers./noche (aprox),Órgiva,"4 - 
  8 personas",8 dormitorios,5 camas
28€ pers./noche (aprox),Berrocal,"8 - 
  12 personas",5 dormitorios,12 camas
14€ pers./noche (aprox),Cañete la Real,"5 - 
  10 personas",5 dormitorios,8 camas
20€ pers./noche (aprox),Benaoján,"10 - 
  15 personas",12 dormitorios,13 camas
19€ pers./noche (aprox),Pozo Alcón,"4 - 
  9 personas",4 dormitorios,6 camas
11€ pers./noche (aprox),Cáñar,17 personas,5 dormitorios,14 camas
20€ pers./noche (aprox),Cuevas Bajas,"5 - 
  10 personas",5 dormitorios,8 camas
18€ pers./noche (aprox),Laroles,"2 - 
  19 personas",9 dormitorios,14 camas
12€ pers./noche (aprox),Macharaviaya,8 personas,3 dormitorios,6 camas
31€ pers./noche (aprox),Benalup-Casas Viejas,"1 - 
  4 personas",2 dormitorios,3 camas
36€ pers./noche (aprox),Albaricoques,"2 - 
  4 personas",2 dormitorios,3 camas
21€ pers./noche (aprox),Hornachuelos,"4 - 
  8 personas",5 dormitorios,6 camas
18€ pers./noche (aprox),Arroyo Frío,Íntegro o habitaciones,"4 - 
  91 personas",3 dormitorios
20€ pers./noche (aprox),Órgiva,"1 - 
  4 personas",2 dormitorios,3 camas
25€ pers./noche (aprox),Palenciana,"8 - 
  18 personas",8 dormitorios,14 camas
31€ pers./noche (aprox),Constantina,"2 - 
  12 personas",4 dormitorios,8 camas
30€ pers./noche (aprox),Cazalla de la Sierra,"2 - 
  40 personas",13 dormitorios,35 camas
20€ pers./noche (aprox),Aracena,"6 - 
  10 personas",4 dormitorios,7 camas
14€ pers./noche (aprox),La Iruela,"6 - 
  14 personas",5 dormitorios,12 camas
24€ pers./noche (aprox),Órgiva,"1 - 
  38 personas",42 dormitorios,28 camas
24€ pers./noche (aprox),Conil de la Frontera,18 personas,10 dormitorios,13 camas
21€ pers./noche (aprox),Fuenteheridos,"2 - 
  16 personas",9 dormitorios,10 camas
31€ pers./noche (aprox),Iznalloz,12 personas,4 dormitorios,9 camas
20€ pers./noche (aprox),Cazorla,12 personas,4 dormitorios,9 camas
21€ pers./noche (aprox),Aroche,"2 - 
  9 personas",9 camas,21€ pers./noche (aprox)
18€ pers./noche (aprox),Prado del Rey,"6 - 
  11 personas",4 dormitorios,7 camas
