price_day_person,location,capacity,bedroom_num,beds_num
28€ pers./noche (aprox),Santiso,Íntegro o habitaciones,35 personas,9 dormitorios
25€ pers./noche (aprox),Boiro,"2 - 
  22 personas",8 dormitorios,14 camas
26€ pers./noche (aprox),Carral,Íntegro o habitaciones,"1 - 
  12 personas",6 dormitorios
48€ pers./noche (aprox),Trabada,"1 - 
  4 personas",1 dormitorio,4 camas
24€ pers./noche (aprox),Cervantes,26 personas,7 dormitorios,20 camas
30€ pers./noche (aprox),Taboada,"2 - 
  14 personas",5 dormitorios,11 camas
18€ pers./noche (aprox),Teo,"2 - 
  12 personas",5 dormitorios,10 camas
13€ pers./noche (aprox),Moraña,6 personas,3 dormitorios,4 camas
31€ pers./noche (aprox),Corcubión,"12 - 
  16 personas",6 dormitorios,12 camas
30€ pers./noche (aprox),Cariño,"2 - 
  18 personas",4 dormitorios,13 camas
40€ pers./noche (aprox),Vilariño de Conso,"1 - 
  5 personas",3 dormitorios,3 camas
21€ pers./noche (aprox),Rianxo,"4 - 
  10 personas",5 dormitorios,7 camas
24€ pers./noche (aprox),Samos,4 personas,2 dormitorios,2 camas
18€ pers./noche (aprox),Padrón,"2 - 
  5 personas",2 dormitorios,3 camas
16€ pers./noche (aprox),Carballo,10 personas,5 dormitorios,6 camas
16€ pers./noche (aprox),Ponte Caldelas,"1 - 
  6 personas",5 dormitorios,7 camas
22€ pers./noche (aprox),Barreiros,"1 - 
  8 personas",4 dormitorios,4 camas
26€ pers./noche (aprox),Cangas do Morrazo,"2 - 
  8 personas",20 dormitorios,6 camas
30€ pers./noche (aprox),Parada de Sil,"4 - 
  6 personas",2 dormitorios,6 camas
48€ pers./noche (aprox),Laxe,Íntegro o habitaciones,"14 - 
  35 personas",28 dormitorios
23€ pers./noche (aprox),A Laracha,"1 - 
  12 personas",5 dormitorios,7 camas
35€ pers./noche (aprox),Ponte Caldelas,Íntegro o habitaciones,"2 - 
  12 personas",6 dormitorios
25€ pers./noche (aprox),Ordes,"1 - 
  13 personas",6 dormitorios,11 camas
22€ pers./noche (aprox),Montederramo,10 personas,5 dormitorios,8 camas
22€ pers./noche (aprox),Sober,"6 - 
  8 personas",4 dormitorios,6 camas
15€ pers./noche (aprox),A Estrada,8 personas,4 dormitorios,5 camas
31€ pers./noche (aprox),Meis,17 personas,7 dormitorios,11 camas
11€ pers./noche (aprox),Cangas do Morrazo,7 personas,5 dormitorios,7 camas
20€ pers./noche (aprox),Moaña,"8 - 
  10 personas",4 dormitorios,8 camas
24€ pers./noche (aprox),Barro,"1 - 
  13 personas",5 dormitorios,10 camas
25€ pers./noche (aprox),Chantada,"6 - 
  8 personas",3 dormitorios,8 camas
33€ pers./noche (aprox),Lobios,"1 - 
  12 personas",5 dormitorios,7 camas
29€ pers./noche (aprox),Sobrado,Íntegro o habitaciones,"1 - 
  12 personas",5 dormitorios
18€ pers./noche (aprox),Moraña,"3 - 
  7 personas",3 dormitorios,5 camas
27€ pers./noche (aprox),Vilanova de Arousa,6 personas,3 dormitorios,6 camas
20€ pers./noche (aprox),Ribadavia,5 personas,3 dormitorios,3 camas
23€ pers./noche (aprox),A Pontenova,"2 - 
  10 personas",6 dormitorios,6 camas
25€ pers./noche (aprox),Rairiz de Veiga,Íntegro o habitaciones,"2 - 
  25 personas",8 dormitorios
28€ pers./noche (aprox),A Estrada,22 personas,8 dormitorios,21 camas
30€ pers./noche (aprox),Cabana de Bergantiños,"1 - 
  12 personas",5 dormitorios,8 camas
20€ pers./noche (aprox),Cambados,6 personas,3 dormitorios,4 camas
22€ pers./noche (aprox),Navia de Suarna,"2 - 
  8 personas",2 dormitorios,5 camas
14€ pers./noche (aprox),A Estrada,"6 - 
  10 personas",5 dormitorios,8 camas
30€ pers./noche (aprox),Rianxo,"2 - 
  7 personas",4 dormitorios,5 camas
27€ pers./noche (aprox),Maceda,"2 - 
  10 personas",5 dormitorios,5 camas
49€ pers./noche (aprox),Vilaboa,"6 - 
  15 personas",4 dormitorios,11 camas
32€ pers./noche (aprox),Mondoñedo,"2 - 
  18 personas",10 dormitorios,11 camas
35€ pers./noche (aprox),Cangas do Morrazo,"4 - 
  6 personas",4 dormitorios,5 camas
20€ pers./noche (aprox),Codeseda,"6 - 
  14 personas",6 dormitorios,11 camas
20€ pers./noche (aprox),Boiro,"1 - 
  19 personas",5 dormitorios,13 camas
18€ pers./noche (aprox),Moraña,6 personas,3 dormitorios,3 camas
