price_day_person,location,capacity,bedroom_num,beds_num
33€ pers./noche (aprox),Santa Pau,"2 - 
  10 personas",4 dormitorios,7 camas
51€ pers./noche (aprox),Juià,16 personas,8 dormitorios,8 camas
37€ pers./noche (aprox),Crespià,"2 - 
  10 personas",7 dormitorios,11 camas
25€ pers./noche (aprox),Viladrau,"20 - 
  26 personas",8 dormitorios,18 camas
50€ pers./noche (aprox),Begur,"14 - 
  16 personas",9 dormitorios,16 camas
25€ pers./noche (aprox),Olot,"2 - 
  11 personas",4 dormitorios,8 camas
40€ pers./noche (aprox),Cantallops,5 personas,2 dormitorios,5 camas
30€ pers./noche (aprox),Rocabruna,"2 - 
  18 personas",10 dormitorios,11 camas
27€ pers./noche (aprox),Ullastret,"6 - 
  12 personas",6 dormitorios,8 camas
43€ pers./noche (aprox),Cistella,Íntegro o habitaciones,"2 - 
  15 personas",5 dormitorios
61€ pers./noche (aprox),Les Llosses,"2 - 
  23 personas",10 dormitorios,17 camas
43€ pers./noche (aprox),Albanyà,Íntegro o habitaciones,"2 - 
  16 personas",3 dormitorios
31€ pers./noche (aprox),Centenys,6 personas,3 dormitorios,4 camas
22€ pers./noche (aprox),Falgars d'en Bas,"2 - 
  46 personas",21 dormitorios,31 camas
21€ pers./noche (aprox),Sant Dalmai,"1 - 
  20 personas",7 dormitorios,11 camas
24€ pers./noche (aprox),Ullà,12 personas,5 dormitorios,9 camas
32€ pers./noche (aprox),Campelles,"2 - 
  12 personas",6 dormitorios,9 camas
40€ pers./noche (aprox),Peralada,"2 - 
  4 personas",1 dormitorio,2 camas
32€ pers./noche (aprox),Agullana,"8 - 
  31 personas",12 dormitorios,26 camas
38€ pers./noche (aprox),Figueres,19 personas,5 dormitorios,17 camas
23€ pers./noche (aprox),Borrassà,"1 - 
  10 personas",5 dormitorios,6 camas
45€ pers./noche (aprox),La Bisbal d'Empordà,"2 - 
  24 personas",8 dormitorios,18 camas
30€ pers./noche (aprox),Gombrèn,"6 - 
  12 personas",5 dormitorios,9 camas
29€ pers./noche (aprox),Ribes de Freser,9 personas,4 dormitorios,9 camas
34€ pers./noche (aprox),Gombrèn,"2 - 
  6 personas",3 dormitorios,4 camas
33€ pers./noche (aprox),Sant Hilari Sacalm,"2 - 
  12 personas",5 dormitorios,7 camas
50€ pers./noche (aprox),Porqueres,"2 - 
  6 personas",3 dormitorios,5 camas
35€ pers./noche (aprox),Cruïlles,"6 - 
  8 personas",4 dormitorios,6 camas
23€ pers./noche (aprox),Age,"2 - 
  6 personas",4 dormitorios,4 camas
38€ pers./noche (aprox),La Vall de Bianya,"2 - 
  21 personas",9 dormitorios,16 camas
43€ pers./noche (aprox),Crespià,Íntegro o habitaciones,"2 - 
  11 personas",3 dormitorios
30€ pers./noche (aprox),La Vall d'en Bas,"6 - 
  15 personas",5 dormitorios,13 camas
36€ pers./noche (aprox),Monells,10 personas,5 dormitorios,14 camas
36€ pers./noche (aprox),Torroella de Montgrí,"2 - 
  10 personas",4 dormitorios,8 camas
31€ pers./noche (aprox),Pujarnol,"8 - 
  14 personas",5 dormitorios,9 camas
15€ pers./noche (aprox),Granollers de Rocacorba,"1 - 
  6 personas",5 dormitorios,4 camas
27€ pers./noche (aprox),Vilademuls,"2 - 
  9 personas",4 dormitorios,6 camas
31€ pers./noche (aprox),Osor,"10 - 
  12 personas",4 dormitorios,9 camas
25€ pers./noche (aprox),Molló,"1 - 
  19 personas",6 dormitorios,15 camas
24€ pers./noche (aprox),Montiró,5 personas,3 dormitorios,5 camas
17€ pers./noche (aprox),Gombrèn,"6 - 
  10 personas",4 dormitorios,8 camas
21€ pers./noche (aprox),Vilanant,"1 - 
  16 personas",6 dormitorios,10 camas
25€ pers./noche (aprox),Esponellà,"8 - 
  17 personas",6 dormitorios,12 camas
50€ pers./noche (aprox),Peratallada,Íntegro o habitaciones,"1 - 
  16 personas",4 dormitorios
33€ pers./noche (aprox),Blanes,"4 - 
  14 personas",9 dormitorios,9 camas
27€ pers./noche (aprox),Riudarenes,"8 - 
  18 personas",4 dormitorios,14 camas
22€ pers./noche (aprox),Queralbs,"2 - 
  34 personas",10 dormitorios,21 camas
28€ pers./noche (aprox),Ripoll,"6 - 
  21 personas",8 dormitorios,14 camas
19€ pers./noche (aprox),La Vall d'en Bas,"4 - 
  10 personas",4 dormitorios,9 camas
22€ pers./noche (aprox),Crespià,"7 - 
  8 personas",4 dormitorios,5 camas
31€ pers./noche (aprox),Agullana,8 personas,4 dormitorios,6 camas
22€ pers./noche (aprox),Vallfogona de Ripollès,"2 - 
  21 personas",7 dormitorios,15 camas
28€ pers./noche (aprox),Les Escaules,"1 - 
  5 personas",3 dormitorios,3 camas
19€ pers./noche (aprox),Sant Joan de les Abadesses,13 personas,6 dormitorios,9 camas
29€ pers./noche (aprox),Santa Pau,Íntegro o habitaciones,"2 - 
  35 personas",13 dormitorios
29€ pers./noche (aprox),Cistella,"1 - 
  14 personas",5 dormitorios,12 camas
23€ pers./noche (aprox),Llambilles,26 personas,19 camas,23€ pers./noche (aprox)
18€ pers./noche (aprox),Palau-sator,"2 - 
  7 personas",4 dormitorios,5 camas
39€ pers./noche (aprox),Sant Joan les Fonts,"2 - 
  19 personas",7 dormitorios,12 camas
29€ pers./noche (aprox),La Vall de Bianya,"10 - 
  15 personas",6 dormitorios,10 camas
31€ pers./noche (aprox),Santa Pau,"4 - 
  8 personas",4 dormitorios,4 camas
20€ pers./noche (aprox),Montagut i Oix,"1 - 
  7 personas",3 dormitorios,5 camas
27€ pers./noche (aprox),Lloret de Mar,"18 - 
  18 personas",8 dormitorios,14 camas
28€ pers./noche (aprox),L'Escala,"6 - 
  7 personas",3 dormitorios,6 camas
43€ pers./noche (aprox),Sales de Llierca,"1 - 
  16 personas",6 dormitorios,8 camas
18€ pers./noche (aprox),Llívia,8 personas,3 dormitorios,6 camas
16€ pers./noche (aprox),Guils de Cerdanya,10 personas,2 dormitorios,10 camas
18€ pers./noche (aprox),Castelló d'Empúries,"1 - 
  8 personas",3 dormitorios,6 camas
31€ pers./noche (aprox),Sadernes,13 personas,5 dormitorios,10 camas
33€ pers./noche (aprox),Vilamarí,"17 - 
  19 personas",7 dormitorios,12 camas
58€ pers./noche (aprox),Sant Feliu de Pallerols,"1 - 
  14 personas",7 dormitorios,8 camas
28€ pers./noche (aprox),Vilanova de la Muga,"13 - 
  15 personas",5 dormitorios,15 camas
38€ pers./noche (aprox),Gombrèn,Íntegro o habitaciones,"2 - 
  14 personas",7 dormitorios
66€ pers./noche (aprox),Torroella de Fluvià,"2 - 
  12 personas",6 dormitorios,6 camas
19€ pers./noche (aprox),Pedret i Marzà,"1 - 
  12 personas",4 dormitorios,8 camas
32€ pers./noche (aprox),Argelaguer,"12 - 
  17 personas",8 dormitorios,11 camas
40€ pers./noche (aprox),Olot,"2 - 
  5 personas",2 dormitorios,4 camas
28€ pers./noche (aprox),Santa Pau,"4 - 
  7 personas",3 dormitorios,5 camas
36€ pers./noche (aprox),Calonge,"2 - 
  8 personas",3 dormitorios,6 camas
35€ pers./noche (aprox),Ribes de Freser,"4 - 
  5 personas",3 dormitorios,4 camas
70€ pers./noche (aprox),Peratallada,"1 - 
  8 personas",4 dormitorios,5 camas
58€ pers./noche (aprox),Ordis,"2 - 
  12 personas",5 dormitorios,13 camas
37€ pers./noche (aprox),Sant Feliu de Pallerols,6 personas,3 dormitorios,4 camas
37€ pers./noche (aprox),Terradelles,Íntegro o habitaciones,"2 - 
  17 personas",6 dormitorios
32€ pers./noche (aprox),Vilaür,"4 - 
  12 personas",10 dormitorios,9 camas
49€ pers./noche (aprox),Sant Martí Vell,"2 - 
  11 personas",4 dormitorios,7 camas
39€ pers./noche (aprox),All,Íntegro o habitaciones,"2 - 
  16 personas",6 dormitorios
20€ pers./noche (aprox),Campdevànol,"2 - 
  7 personas",3 dormitorios,7 camas
25€ pers./noche (aprox),Cornellà del Terri,"1 - 
  13 personas",4 dormitorios,10 camas
19€ pers./noche (aprox),Setcases,"5 - 
  23 personas",8 dormitorios,23 camas
26€ pers./noche (aprox),Albons,"6 - 
  20 personas",5 dormitorios,16 camas
27€ pers./noche (aprox),Camós,"11 - 
  12 personas",6 dormitorios,10 camas
45€ pers./noche (aprox),Ribes de Freser,2 personas,1 dormitorio,1 cama
50€ pers./noche (aprox),Vilallonga de Ter,"2 - 
  14 personas",8 dormitorios,10 camas
38€ pers./noche (aprox),Santa Pau,"2 - 
  17 personas",5 dormitorios,11 camas
21€ pers./noche (aprox),Beuda,"6 - 
  10 personas",8 camas,21€ pers./noche (aprox)
15€ pers./noche (aprox),Castellfollit de la Roca,"10 - 
  12 personas",5 dormitorios,8 camas
35€ pers./noche (aprox),Viladrau,"4 - 
  10 personas",5 dormitorios,6 camas
13€ pers./noche (aprox),Ullastret,"1 - 
  9 personas",7 camas,13€ pers./noche (aprox)
21€ pers./noche (aprox),Vilamarí,"2 - 
  16 personas",6 dormitorios,12 camas
27€ pers./noche (aprox),Canapost,"10 - 
  40 personas",11 dormitorios,30 camas
27€ pers./noche (aprox),Olot,7 personas,3 dormitorios,6 camas
28€ pers./noche (aprox),Beget,"2 - 
  10 personas",6 dormitorios,6 camas
26€ pers./noche (aprox),Tregurà de Dalt,"6 - 
  9 personas",3 dormitorios,7 camas
26€ pers./noche (aprox),Olot,9 personas,4 dormitorios,8 camas
32€ pers./noche (aprox),Santa Pau,"4 - 
  16 personas",8 dormitorios,13 camas
35€ pers./noche (aprox),Peralada,Íntegro o habitaciones,"4 - 
  12 personas",4 dormitorios
31€ pers./noche (aprox),Torroella de Fluvià,"4 - 
  10 personas",6 dormitorios,8 camas
43€ pers./noche (aprox),Joanetes,"2 - 
  20 personas",6 dormitorios,17 camas
29€ pers./noche (aprox),Vilallonga de Ter,8 personas,3 dormitorios,7 camas
23€ pers./noche (aprox),Campelles,"4 - 
  36 personas",26 dormitorios,25 camas
32€ pers./noche (aprox),Bescanó,"4 - 
  5 personas",4 dormitorios,4 camas
25€ pers./noche (aprox),Pardines,"1 - 
  6 personas",3 dormitorios,4 camas
28€ pers./noche (aprox),La Vall de Bianya,14 personas,6 dormitorios,14 camas
26€ pers./noche (aprox),Esponellà,"4 - 
  10 personas",5 dormitorios,10 camas
31€ pers./noche (aprox),Toses,"8 - 
  10 personas",5 dormitorios,8 camas
10€ pers./noche (aprox),Dosquers,"2 - 
  76 personas",12 dormitorios,57 camas
37€ pers./noche (aprox),Ordis,"2 - 
  40 personas",21 dormitorios,33 camas
40€ pers./noche (aprox),Vallfogona de Ripollès,8 personas,4 dormitorios,7 camas
29€ pers./noche (aprox),Llanars,"2 - 
  9 personas",4 dormitorios,6 camas
39€ pers./noche (aprox),Camallera,"2 - 
  8 personas",4 dormitorios,7 camas
46€ pers./noche (aprox),Riells i Viabrea,"4 - 
  4 personas",2 dormitorios,4 camas
36€ pers./noche (aprox),Bruguera,"1 - 
  8 personas",3 dormitorios,7 camas
26€ pers./noche (aprox),Rabós,"1 - 
  8 personas",1 dormitorio,6 camas
33€ pers./noche (aprox),Palamós,8 personas,4 dormitorios,6 camas
33€ pers./noche (aprox),Peratallada,"1 - 
  15 personas",6 dormitorios,10 camas
47€ pers./noche (aprox),La Cellera de Ter,"2 - 
  2 personas",1 dormitorio,1 cama
24€ pers./noche (aprox),Molló,10 personas,4 dormitorios,7 camas
35€ pers./noche (aprox),Fornells de la Selva,"1 - 
  28 personas",9 dormitorios,21 camas
46€ pers./noche (aprox),Sant Jordi Desvalls,"2 - 
  4 personas",2 dormitorios,3 camas
31€ pers./noche (aprox),Sant Esteve de Guialbes,"2 - 
  6 personas",2 dormitorios,4 camas
39€ pers./noche (aprox),La Vall de Bianya,"1 - 
  23 personas",4 dormitorios,15 camas
26€ pers./noche (aprox),La Vall de Bianya,"1 - 
  16 personas",8 dormitorios,11 camas
75€ pers./noche (aprox),Bolvir,"2 - 
  19 personas",12 dormitorios,14 camas
33€ pers./noche (aprox),Porqueres,"12 - 
  20 personas",8 dormitorios,14 camas
22€ pers./noche (aprox),Sant Feliu de Pallerols,"5 - 
  27 personas",3 dormitorios,20 camas
77€ pers./noche (aprox),Torroella de Fluvià,Íntegro o habitaciones,"2 - 
  10 personas",4 dormitorios
27€ pers./noche (aprox),Arbúcies,"5 - 
  17 personas",7 dormitorios,13 camas
34€ pers./noche (aprox),Quart,"1 - 
  14 personas",6 dormitorios,14 camas
29€ pers./noche (aprox),Serinyà,"3 - 
  13 personas",2 dormitorios,10 camas
28€ pers./noche (aprox),Setcases,"1 - 
  13 personas",9 camas,28€ pers./noche (aprox)
36€ pers./noche (aprox),Riudarenes,"1 - 
  12 personas",6 dormitorios,8 camas
28€ pers./noche (aprox),La Vall de Bianya,6 personas,3 dormitorios,5 camas
19€ pers./noche (aprox),Garriguella,"5 - 
  18 personas",6 dormitorios,14 camas
36€ pers./noche (aprox),Fontclara,"4 - 
  16 personas",4 dormitorios,12 camas
40€ pers./noche (aprox),Meranges,"2 - 
  16 personas",1 dormitorio,9 camas
25€ pers./noche (aprox),Peralada,"2 - 
  11 personas",5 dormitorios,8 camas
24€ pers./noche (aprox),Pals,"6 - 
  8 personas",4 dormitorios,7 camas
35€ pers./noche (aprox),Das,"1 - 
  4 personas",2 dormitorios,4 camas
34€ pers./noche (aprox),Vilabertran,"6 - 
  7 personas",3 dormitorios,5 camas
25€ pers./noche (aprox),Sant Joan de les Abadesses,"10 - 
  16 personas",6 dormitorios,11 camas
30€ pers./noche (aprox),Galliners,"16 - 
  18 personas",6 dormitorios,9 camas
34€ pers./noche (aprox),Campelles,"1 - 
  20 personas",8 dormitorios,16 camas
25€ pers./noche (aprox),Sant Climent Sescebes,"1 - 
  4 personas",2 dormitorios,4 camas
25€ pers./noche (aprox),La Vall d'en Bas,10 personas,4 dormitorios,9 camas
35€ pers./noche (aprox),Aiguaviva,"1 - 
  9 personas",4 dormitorios,6 camas
22€ pers./noche (aprox),La Cellera de Ter,"8 - 
  18 personas",7 dormitorios,17 camas
27€ pers./noche (aprox),Serra de Daró,"4 - 
  20 personas",8 dormitorios,16 camas
34€ pers./noche (aprox),L'Escala,"4 - 
  16 personas",8 dormitorios,15 camas
38€ pers./noche (aprox),Mont-ras,"2 - 
  15 personas",7 dormitorios,13 camas
17€ pers./noche (aprox),Romanyà de la Selva,"4 - 
  4 personas",2 dormitorios,3 camas
29€ pers./noche (aprox),Batet de la Serra,"4 - 
  9 personas",3 dormitorios,5 camas
28€ pers./noche (aprox),Lladó,10 personas,4 dormitorios,6 camas
29€ pers./noche (aprox),La Bisbal d'Empordà,5 personas,3 dormitorios,3 camas
31€ pers./noche (aprox),Cistella,"6 - 
  11 personas",3 dormitorios,8 camas
20€ pers./noche (aprox),Cabanelles,"5 - 
  7 personas",3 dormitorios,5 camas
24€ pers./noche (aprox),Vidreres,"24 - 
  26 personas",12 dormitorios,20 camas
21€ pers./noche (aprox),Vidreres,"20 - 
  20 personas",11 dormitorios,15 camas
35€ pers./noche (aprox),El Port de la Selva,"2 - 
  8 personas",4 dormitorios,6 camas
25€ pers./noche (aprox),Vidrà,5 personas,3 dormitorios,8 camas
