,price_day_person,location,capacity,bedroom_num,beds_num
8,20€ pers./noche (aprox),Laspaúles,"2 - 
  40 personas",2 dormitorios,32 camas
9,25€ pers./noche (aprox),Hoz de Jaca,8 personas,3 dormitorios,8 camas
10,26€ pers./noche (aprox),Mondot,"2 - 
  5 personas",2 dormitorios,3 camas
11,20€ pers./noche (aprox),El Pueyo de Araguás,"4 - 
  12 personas",6 dormitorios,10 camas
12,30€ pers./noche (aprox),Arro,"6 - 
  20 personas",4 dormitorios,12 camas
13,30€ pers./noche (aprox),Escanilla,"2 - 
  11 personas",9 camas,30€ pers./noche (aprox)
14,28€ pers./noche (aprox),Bonansa,Íntegro o habitaciones,"1 - 
  12 personas",3 dormitorios
15,27€ pers./noche (aprox),Fraga,7 personas,4 dormitorios,5 camas
16,20€ pers./noche (aprox),Castejón de Sos,7 personas,4 dormitorios,5 camas
17,12€ pers./noche (aprox),San Lorenzo del Flumen,6 personas,3 dormitorios,6 camas
18,19€ pers./noche (aprox),Castigaleu,"2 - 
  8 personas",3 dormitorios,7 camas
19,28€ pers./noche (aprox),Broto,"2 - 
  6 personas",2 dormitorios,4 camas
20,20€ pers./noche (aprox),Laspuña,5 personas,3 dormitorios,6 camas
21,16€ pers./noche (aprox),Santa Maura,"1 - 
  12 personas",10 camas,16€ pers./noche (aprox)
22,22€ pers./noche (aprox),Fragén,"2 - 
  30 personas",14 dormitorios,16 camas
23,15€ pers./noche (aprox),Fanlo,"2 - 
  6 personas",3 dormitorios,4 camas
24,18€ pers./noche (aprox),Ayerbe,"4 - 
  24 personas",19 camas,18€ pers./noche (aprox)
25,28€ pers./noche (aprox),Orús,"1 - 
  32 personas",8 dormitorios,28 camas
26,23€ pers./noche (aprox),Biescas,Íntegro o habitaciones,"2 - 
  36 personas",8 dormitorios
27,20€ pers./noche (aprox),Castejón de Sos,"4 - 
  10 personas",5 dormitorios,8 camas
28,18€ pers./noche (aprox),Los Molinos,4 personas,2 dormitorios,4 camas
29,15€ pers./noche (aprox),Fragén,10 personas,5 dormitorios,7 camas
30,23€ pers./noche (aprox),Aínsa,"4 - 
  5 personas",2 dormitorios,4 camas
31,22€ pers./noche (aprox),Hecho,Íntegro o habitaciones,"2 - 
  54 personas",12 dormitorios
32,23€ pers./noche (aprox),Humo de Muro,"6 - 
  12 personas",5 dormitorios,9 camas
33,21€ pers./noche (aprox),Chía,"4 - 
  5 personas",2 dormitorios,4 camas
34,23€ pers./noche (aprox),Plan,"2 - 
  16 personas",2 dormitorios,10 camas
35,29€ pers./noche (aprox),Sorripas,Íntegro o habitaciones,15 personas,5 dormitorios
36,30€ pers./noche (aprox),Angüés,Íntegro o habitaciones,"2 - 
  10 personas",4 dormitorios
37,18€ pers./noche (aprox),Ansó,"10 - 
  12 personas",5 dormitorios,11 camas
38,22€ pers./noche (aprox),Ceresa,"2 - 
  8 personas",2 dormitorios,6 camas
39,23€ pers./noche (aprox),Alquézar,"2 - 
  10 personas",5 dormitorios,9 camas
40,25€ pers./noche (aprox),Ballobar,Íntegro o habitaciones,"10 - 
  12 personas",5 dormitorios
41,24€ pers./noche (aprox),Sorripas,"2 - 
  8 personas",4 dormitorios,8 camas
42,46€ pers./noche (aprox),Aínsa,"1 - 
  15 personas",49 dormitorios,9 camas
43,27€ pers./noche (aprox),Ardanué,Íntegro o habitaciones,"2 - 
  22 personas",16 dormitorios
44,26€ pers./noche (aprox),Ansó,"1 - 
  9 personas",4 dormitorios,9 camas
45,20€ pers./noche (aprox),Boltaña,8 personas,4 dormitorios,6 camas
46,21€ pers./noche (aprox),Biescas,"2 - 
  15 personas",5 dormitorios,12 camas
47,39€ pers./noche (aprox),Arguis,Íntegro o habitaciones,"2 - 
  15 personas",6 dormitorios
48,25€ pers./noche (aprox),Berganuy,"2 - 
  8 personas",3 dormitorios,7 camas
49,26€ pers./noche (aprox),Sabiñánigo,8 personas,3 dormitorios,6 camas
50,26€ pers./noche (aprox),Hecho,"1 - 
  12 personas",6 dormitorios,10 camas
51,21€ pers./noche (aprox),Sin,"2 - 
  18 personas",16 camas,21€ pers./noche (aprox)
